step,simulation_time,joint_1_rad,joint_2_rad,joint_3_rad,joint_4_rad,joint_5_rad,joint_6_rad,joint_7_rad,eef_x,eef_y,eef_z,reward,done
82,4.149999999999765,0.037516670773274606,0.3624280348489944,0.28598896831876275,-2.680079877407603,-1.3504656997844298,1.8527375173724159,2.7749018681271673,-0.2419254042444671,-0.04775770861497669,0.9817211183146851,0.0034527752757964845,False
83,4.1999999999997595,0.047975641128880406,0.374386233137398,0.2754057125958336,-2.681071910880938,-1.3359994644593916,1.8387176986740097,2.7774431717344927,-0.24707000294541726,-0.05073472504572363,0.9798518446448378,0.003213796075667741,False
84,4.249999999999754,0.061584450729255516,0.37617779606882396,0.2647935301744224,-2.6768509963276834,-1.3541542350172107,1.8108795618542883,2.7838497735877477,-0.2430395783408935,-0.05428285459943351,0.9844524645870377,0.0031983200311149515,False
85,4.2999999999997485,0.07437263743792387,0.3878650178308936,0.24231572316533573,-2.6691351581991865,-1.4099563053932604,1.7776677272539074,2.823223915434954,-0.23248959277162828,-0.06181542730358229,0.9884179411585511,0.003460190976851438,False
86,4.349999999999743,0.09198456373788279,0.4013874213071635,0.23951542235577677,-2.6777376969788644,-1.4687646885893317,1.7548607081163956,2.887175715754106,-0.2279158983667116,-0.06089290277083982,0.9881323350593212,0.003735043961282781,False
87,4.3999999999997375,0.10552892829775222,0.4104500525005723,0.24279445471366845,-2.700162064431506,-1.5145436728056214,1.7617245138343298,2.90342024676609,-0.2320438987127174,-0.05555242750133493,0.9822876998091643,0.0038646818785551414,False
88,4.449999999999732,0.11983439347646918,0.3977649407643526,0.23897587926506367,-2.7212970781634556,-1.5515478412474941,1.7714281506890242,2.8852908672752826,-0.23238694391056175,-0.052042198324428995,0.9825484895513354,0.003893698884254072,False
89,4.499999999999726,0.13157706960482046,0.3898888300234203,0.21608787057896275,-2.7270556181230288,-1.547700258990645,1.7762226331720723,2.8736636866882694,-0.23405784324771658,-0.05716409421147543,0.9847995919923739,0.003609915178050007,False
90,4.549999999999721,0.1375781695682581,0.3984451053957318,0.18857734047674587,-2.707706666085275,-1.5522173558316534,1.7944652298500112,2.860101746424927,-0.22801945658729614,-0.06112048511206823,0.982124386110707,0.004006249946149608,False
91,4.599999999999715,0.14702297694028868,0.38217816622505485,0.17625165148428057,-2.7176722518069876,-1.5302362358974106,1.8101573315962125,2.8234943559020214,-0.2320198200356317,-0.06276939265991954,0.9835590821183683,0.003676276682953055,False
92,4.64999999999971,0.16475610653514217,0.33916954706253677,0.18589111796769694,-2.7430594031283415,-1.5107064891675765,1.8007948403492435,2.793030874201247,-0.23556779531869118,-0.05802717249451926,0.9951386517336228,0.0030995074019744486,False
93,4.699999999999704,0.1753879040725896,0.3203296398907749,0.19044290268698189,-2.7539076747050406,-1.5303324217185004,1.7982377589716723,2.7655576664351633,-0.23228269110622035,-0.05309620409794365,1.0009744574797912,0.003091385791129318,False
94,4.749999999999699,0.17635136835593856,0.3152250841425943,0.19863224828338288,-2.767942104140175,-1.5181718237904513,1.8217285382908994,2.7287882640366057,-0.23949818209278534,-0.04924368083186714,0.9968209651871398,0.002972030304279283,False
95,4.799999999999693,0.17379692223290857,0.2966914637373315,0.20184060224752431,-2.7602987121321965,-1.4704303772300849,1.8437672280316062,2.6974910340681006,-0.24077562708965716,-0.045683868246276654,0.9985342428319862,0.002893259232556517,False
96,4.849999999999688,0.16814002409559936,0.29855616527000195,0.18323257734244547,-2.744630773318078,-1.466581636291795,1.853283064372558,2.666048935140185,-0.23524446496567264,-0.050182494876356426,0.9991698254559443,0.0030644978887149773,False
97,4.899999999999682,0.1622624039253045,0.31763984197154804,0.15929437626876017,-2.7253897646639005,-1.4887555639820573,1.8490795226991217,2.6457228487597253,-0.22812942923846194,-0.058919298360963324,0.9971801288762249,0.003358251515073086,False
98,4.949999999999677,0.1649886790602045,0.32773333189924103,0.16568524354351338,-2.7280608625166716,-1.5162109490270037,1.8475912934028418,2.6335761762203087,-0.22643969634569455,-0.056171296006570504,0.9942056656284837,0.0036208971261835936,False
99,4.999999999999671,0.16578858456438386,0.3439794358173889,0.16787653458299365,-2.7325111388572862,-1.5165194890237887,1.8511265618432848,2.6189518807622876,-0.23260315965304315,-0.05515852777310688,0.9880229708808422,0.0035829086142682184,False
100,5.049999999999666,0.16167349563468525,0.3739900564065028,0.15105648750017375,-2.7087583638004955,-1.5215097090550638,1.8542122298943227,2.5892028346132303,-0.22922562795838844,-0.060242889057915486,0.9812992669391678,0.003990435047333898,False
101,5.09999999999966,0.1523942778491145,0.4116555705656439,0.13591356112484151,-2.6746290614162382,-1.5040449412180343,1.8686474742681132,2.5480134347208847,-0.22630271969435595,-0.06478674966840071,0.9712717252105487,0.004580100881914332,False
102,5.149999999999655,0.1505335620351107,0.43527208155862684,0.13423548911310082,-2.632143305810903,-1.449272887800899,1.87773988561093,2.516851038153076,-0.22095178533932017,-0.06185939373557568,0.9655208085677379,0.005394762037660033,False
103,5.199999999999649,0.1609453568869757,0.4359323701187656,0.1511294583858583,-2.585919874212157,-1.4380716283835573,1.8739484647576297,2.5132348799912823,-0.19946820137885587,-0.045863039045415194,0.9699958876791401,0.007650688417850511,False
104,5.249999999999644,0.16777932736593967,0.4333373744921632,0.153075122026486,-2.572302195772323,-1.4180697195982084,1.8651075236647667,2.5145070853323843,-0.19371921625899005,-0.04134035149401795,0.9736523060531604,0.008094178397566567,False
105,5.299999999999638,0.16563072268700105,0.44467323221361027,0.1345556510851294,-2.551589786969345,-1.362106282758394,1.864892990402805,2.519985493112764,-0.19655896433018447,-0.048829538128679406,0.9722653116733163,0.007651047201813692,False
106,5.349999999999633,0.16752814114648623,0.45228530039689363,0.13753165811751114,-2.521258686813107,-1.3285818766112956,1.8621319444064235,2.542086375134423,-0.1894693339889242,-0.04449504213268146,0.972510303397087,0.008611944324895118,False
107,5.399999999999627,0.17404907584883314,0.4481866473729817,0.1662217354771948,-2.504588771223064,-1.316696105351059,1.860961606482515,2.5532887914604707,-0.1816116414060695,-0.0269113349754323,0.9750773424347946,0.009931306622042039,False
108,5.449999999999622,0.1808146258990633,0.44282337634132674,0.18711058201115152,-2.4835445090237758,-1.354227519837752,1.8591260503867166,2.566230290558441,-0.1643306398282913,-0.010596774232446454,0.980650228636784,0.012033497706875647,False
109,5.499999999999616,0.1883032363248021,0.4457627103002527,0.19548763490758464,-2.476001446443283,-1.419929286844032,1.8434115252394578,2.5806037926557805,-0.15039080747957415,-0.0030675565496649237,0.9852713954929844,0.013481726539655821,False
110,5.549999999999611,0.1958019562994285,0.4422437288471472,0.19402957029931872,-2.4943895380791234,-1.4413085395769076,1.8146095415571326,2.5819858383728653,-0.15366578890123084,-0.006972433465084943,0.988690201896368,0.012232544379208102,False
111,5.599999999999605,0.20231360166252413,0.4321566513193254,0.20674826416685577,-2.512912966608976,-1.400188495893878,1.7914308957987548,2.5675664611407965,-0.16672860477516085,-0.006734166996145291,0.9916213625397907,0.009957799221452271,False
112,5.6499999999996,0.20970485087658117,0.42974537888905745,0.24590191925679028,-2.5208909664925123,-1.374002180372816,1.788707512418481,2.5349410470389877,-0.17549360350734072,0.01061511154674262,0.9898973532988263,0.009205356131542212,False
113,5.699999999999594,0.21124410329595036,0.42416464617405564,0.2728551116389596,-2.5306261882155416,-1.3325195426853054,1.7876086066104655,2.5083587405646597,-0.18656230670419066,0.0208885054484559,0.9884662644154328,0.008039570887862347,False
114,5.749999999999589,0.20771546522478782,0.42522933326817375,0.2711594790006816,-2.5178777463135833,-1.2975966651882553,1.791368941115747,2.497784853585857,-0.18764002678772648,0.020944343032667137,0.9884645960839556,0.007920811628156757,False
115,5.799999999999583,0.20694101629657383,0.4283113866790998,0.2583951891704623,-2.500626884748875,-1.2862972320007071,1.789877155965907,2.5144272849027667,-0.1820677038199441,0.017904807730350067,0.9897239682451424,0.008419185108791409,False
116,5.849999999999578,0.2076459687589253,0.431324122333937,0.23260228345335113,-2.4982076746055815,-1.2648577171602051,1.7731536235048388,2.5223081689089852,-0.18450781789097004,0.00438931791045763,0.9916118052173775,0.007957589299893887,False
117,5.899999999999572,0.21377111657971948,0.42521473930552384,0.21452099037330732,-2.4887970358687794,-1.2219189840732865,1.7398755277963638,2.525122739044964,-0.18690896374383298,-0.005338966375788803,0.999177682534861,0.006855597892623935,False
118,5.949999999999567,0.2247314387469723,0.42418109758179134,0.2091886905995156,-2.471477477502371,-1.1672909567578935,1.690882316831625,2.548414495549004,-0.1902852609396539,-0.007847278729240292,1.008229713005047,0.0057196372005667104,False
